experiment_id,token_variant,num_topics,no_below,no_above,alpha,eta,passes,coherence_cv,vocabulary_size,num_docs_used,empty_bow_count,largest_topic_percent,smallest_topic_percent,topic_words_summary,topic_distribution
86,unigram,12,5,0.5,asymmetric,auto,20,0.5227048824479635,2197,1078,63,32.41379310344827,2.0689655172413794,"T0: data, malware, tool, email, security, ddos, attack, code, service, platform | T1: team, security, risk, exposure, remediation, environment, vulnerability, faster, organization, time | T2: pointer, buffer, write, heap, data, dynamic, payload, skip, call, exploit | T3: vulnerability, cve, exploitation, window, likely, privilege, less, elevation, microsoft, security | T4: file, window, command, campaign, version, powershell, payload, figure, via, detection | T5: access, attack, device, ransomware, attacker, adversary, talos, user, phishing, used | T6: attack, data, threat, security, supply, system, chain, rapid7, command, iran | T7: file, attacker, macos, system, remote, execution, via, command, figure, target | T8: agent, security, system, year, zero, claude, model, cybersecurity, defender, detection | T9: process, access, window, handle, token, administrator, api, system, check, target | T10: exploit, module, bug, code, chain, system, type, attacker, android, list | T11: phone, sample, crime, use, fraud, fuzzing, federal, computer, coverage, law",T0: 329; T1: 113; T2: 35; T3: 55; T4: 51; T5: 123; T6: 77; T7: 29; T8: 87; T9: 21; T10: 57; T11: 38
87,unigram,12,5,0.5,asymmetric,symmetric,10,0.5159031467769228,2197,1078,63,31.231527093596057,2.0689655172413794,"T0: data, malware, tool, security, email, ddos, attack, service, platform, system | T1: team, security, risk, exposure, remediation, environment, vulnerability, faster, organization, time | T2: buffer, pointer, write, data, dynamic, heap, payload, call, skip, byte | T3: vulnerability, cve, exploitation, window, likely, privilege, less, elevation, microsoft, security | T4: file, window, command, campaign, version, figure, powershell, payload, system, via | T5: attack, access, device, attacker, ransomware, adversary, talos, phishing, user, used | T6: threat, data, security, attack, system, rapid7, iran, command, supply, response | T7: file, attacker, macos, system, remote, execution, detection, via, command, figure | T8: security, system, model, agent, year, defender, cybersecurity, zero, attack, feel | T9: process, access, window, handle, api, target, check, system, level, encryption | T10: exploit, chain, module, code, bug, system, data, attacker, type, using | T11: sample, phone, crime, use, fuzzing, fraud, federal, coverage, computer, law",T0: 317; T1: 115; T2: 55; T3: 60; T4: 45; T5: 116; T6: 70; T7: 32; T8: 81; T9: 21; T10: 62; T11: 41
88,unigram,12,5,0.5,asymmetric,symmetric,20,0.5227048824479635,2197,1078,63,32.41379310344827,2.0689655172413794,"T0: data, malware, tool, email, security, ddos, attack, code, service, platform | T1: team, security, risk, exposure, remediation, environment, vulnerability, faster, organization, time | T2: pointer, buffer, write, heap, data, dynamic, payload, skip, call, exploit | T3: vulnerability, cve, exploitation, window, likely, privilege, less, elevation, microsoft, security | T4: file, window, command, campaign, version, powershell, payload, figure, via, detection | T5: access, attack, device, ransomware, attacker, adversary, talos, user, phishing, used | T6: attack, data, threat, security, supply, system, chain, rapid7, command, iran | T7: file, attacker, macos, system, remote, execution, via, command, figure, target | T8: agent, security, system, year, zero, claude, model, cybersecurity, defender, detection | T9: process, access, window, handle, token, administrator, api, system, check, target | T10: exploit, module, bug, code, chain, system, type, attacker, android, list | T11: phone, sample, crime, use, fraud, fuzzing, federal, computer, coverage, law",T0: 329; T1: 113; T2: 35; T3: 55; T4: 51; T5: 123; T6: 77; T7: 29; T8: 87; T9: 21; T10: 57; T11: 38
89,unigram,15,5,0.5,symmetric,auto,10,0.5054585563857736,2197,1078,63,14.088669950738916,1.083743842364532,"T0: data, email, tool, platform, malware, security, workflow, service, customer, time | T1: team, security, risk, exposure, environment, vulnerability, faster, organization, matter, whether | T2: pointer, buffer, write, heap, data, payload, dynamic, skip, call, exploit | T3: vulnerability, cve, exploitation, window, likely, privilege, less, elevation, microsoft, security | T4: file, window, command, version, powershell, system, payload, campaign, figure, encryption | T5: device, access, attack, ransomware, attacker, adversary, phishing, user, account, used | T6: system, attack, data, client, security, server, malicious, attacker, iran, malware | T7: detection, file, attacker, macos, remote, execution, command, via, system, activity | T8: security, zero, ddos, model, attack, defender, agent, patch, exploit, real | T9: process, access, handle, window, api, target, check, level, caller, system | T10: exploit, code, bug, module, android, job, claude, user, arbitrary, list | T11: sample, fuzzing, coverage, bug, server, worker, time, code, function, computer | T12: attack, security, data, supply, threat, chain, company, system, said, rapid7 | T13: phone, crime, use, fraud, year, federal, law, police, fake, online | T14: talos, remediation, team, year, time, data, vulnerability, security, feel, threat",T0: 64; T1: 56; T2: 11; T3: 48; T4: 43; T5: 94; T6: 66; T7: 63; T8: 130; T9: 38; T10: 62; T11: 39; T12: 143; T13: 82; T14: 76
90,unigram,15,5,0.5,symmetric,auto,20,0.4979962884097661,2197,1078,63,14.77832512315271,1.2807881773399015,"T0: data, tool, email, platform, malware, security, workflow, service, customer, assistant | T1: team, security, risk, exposure, vulnerability, environment, faster, matter, organization, remediation | T2: pointer, buffer, write, heap, data, dynamic, payload, skip, call, byte | T3: vulnerability, cve, exploitation, window, likely, privilege, less, elevation, microsoft, security | T4: file, window, command, version, powershell, system, campaign, payload, figure, encryption | T5: access, device, attack, attacker, ransomware, adversary, phishing, user, account, used | T6: system, attack, client, data, server, security, attacker, malicious, iran, command | T7: file, macos, detection, remote, execution, attacker, via, command, system, figure | T8: security, zero, ddos, model, attack, agent, defender, exploit, mythos, patch | T9: process, access, handle, window, api, administrator, token, system, check, target | T10: exploit, code, module, bug, android, user, claude, job, arbitrary, list | T11: sample, fuzzing, coverage, bug, server, worker, time, function, computer, different | T12: attack, security, data, supply, chain, threat, said, company, system, report | T13: phone, use, crime, fraud, year, federal, law, password, police, account | T14: talos, year, data, feel, time, job, remediation, threat, site, team",T0: 63; T1: 56; T2: 13; T3: 43; T4: 38; T5: 91; T6: 65; T7: 61; T8: 140; T9: 31; T10: 60; T11: 38; T12: 150; T13: 84; T14: 82
91,unigram,15,5,0.5,symmetric,symmetric,10,0.5054585563857736,2197,1078,63,14.088669950738916,1.083743842364532,"T0: data, email, tool, platform, malware, security, workflow, service, customer, time | T1: team, security, risk, exposure, environment, vulnerability, faster, organization, matter, whether | T2: pointer, buffer, write, heap, data, payload, dynamic, skip, call, exploit | T3: vulnerability, cve, exploitation, window, likely, privilege, less, elevation, microsoft, security | T4: file, window, command, version, powershell, system, payload, campaign, figure, encryption | T5: device, access, attack, ransomware, attacker, adversary, phishing, user, account, used | T6: system, attack, data, client, security, server, malicious, attacker, iran, malware | T7: detection, file, attacker, macos, remote, execution, command, via, system, activity | T8: security, zero, ddos, model, attack, defender, agent, patch, exploit, real | T9: process, access, handle, window, api, target, check, level, caller, system | T10: exploit, code, bug, module, android, job, claude, user, arbitrary, list | T11: sample, fuzzing, coverage, bug, server, worker, time, code, function, computer | T12: attack, security, data, supply, threat, chain, company, system, said, rapid7 | T13: phone, crime, use, fraud, year, federal, law, police, fake, online | T14: talos, remediation, team, year, time, data, vulnerability, security, feel, threat",T0: 64; T1: 56; T2: 11; T3: 48; T4: 43; T5: 94; T6: 66; T7: 63; T8: 130; T9: 38; T10: 62; T11: 39; T12: 143; T13: 82; T14: 76
92,unigram,15,5,0.5,symmetric,symmetric,20,0.4979962884097661,2197,1078,63,14.77832512315271,1.2807881773399015,"T0: data, tool, email, platform, malware, security, workflow, service, customer, assistant | T1: team, security, risk, exposure, vulnerability, environment, faster, matter, organization, remediation | T2: pointer, buffer, write, heap, data, dynamic, payload, skip, call, byte | T3: vulnerability, cve, exploitation, window, likely, privilege, less, elevation, microsoft, security | T4: file, window, command, version, powershell, system, campaign, payload, figure, encryption | T5: access, device, attack, attacker, ransomware, adversary, phishing, user, account, used | T6: system, attack, client, data, server, security, attacker, malicious, iran, command | T7: file, macos, detection, remote, execution, attacker, via, command, system, figure | T8: security, zero, ddos, model, attack, agent, defender, exploit, mythos, patch | T9: process, access, handle, window, api, administrator, token, system, check, target | T10: exploit, code, module, bug, android, user, claude, job, arbitrary, list | T11: sample, fuzzing, coverage, bug, server, worker, time, function, computer, different | T12: attack, security, data, supply, chain, threat, said, company, system, report | T13: phone, use, crime, fraud, year, federal, law, password, police, account | T14: talos, year, data, feel, time, job, remediation, threat, site, team",T0: 63; T1: 56; T2: 13; T3: 43; T4: 38; T5: 91; T6: 65; T7: 61; T8: 140; T9: 31; T10: 60; T11: 38; T12: 150; T13: 84; T14: 82
93,unigram,15,5,0.5,asymmetric,auto,10,0.517716244177706,2197,1078,63,26.699507389162562,1.87192118226601,"T0: data, malware, tool, email, platform, ddos, security, time, cyberattack, workflow | T1: team, security, risk, chain, vulnerability, package, exposure, supply, environment, attack | T2: pointer, buffer, write, heap, dynamic, payload, data, skip, call, byte | T3: vulnerability, cve, exploitation, window, likely, privilege, less, elevation, microsoft, security | T4: file, window, version, command, powershell, system, campaign, encryption, figure, payload | T5: attack, access, device, ransomware, attacker, adversary, phishing, user, account, used | T6: system, attack, data, client, security, malicious, github, server, response, command | T7: file, attacker, detection, command, remote, macos, execution, via, system, activity | T8: security, model, zero, defender, attack, exploit, patch, environment, real, mythos | T9: process, access, handle, window, api, target, check, caller, level, system | T10: exploit, code, module, bug, job, android, arbitrary, list, claude, using | T11: sample, fuzzing, coverage, bug, server, code, worker, function, time, generate | T12: security, attack, data, threat, system, team, said, company, rapid7, stryker | T13: phone, use, crime, fraud, year, federal, law, police, online, report | T14: remediation, talos, team, year, security, vulnerability, help, time, access, threat",T0: 271; T1: 139; T2: 19; T3: 54; T4: 38; T5: 83; T6: 41; T7: 33; T8: 63; T9: 22; T10: 48; T11: 19; T12: 81; T13: 67; T14: 37
94,unigram,15,5,0.5,asymmetric,auto,20,0.5118697642699616,2197,1078,63,27.093596059113302,1.477832512315271,"T0: data, malware, tool, email, platform, ddos, security, cyberattack, time, workflow | T1: team, security, risk, exposure, vulnerability, chain, environment, package, supply, attack | T2: pointer, buffer, write, heap, dynamic, payload, data, skip, call, byte | T3: vulnerability, cve, exploitation, window, likely, privilege, less, elevation, microsoft, security | T4: file, window, version, command, powershell, campaign, system, encryption, figure, key | T5: attack, access, device, ransomware, attacker, adversary, phishing, user, account, used | T6: system, attack, client, github, data, server, malicious, security, response, attacker | T7: file, attacker, command, remote, detection, execution, macos, via, figure, system | T8: security, zero, model, exploit, defender, attack, detection, real, environment, anthropic | T9: process, access, handle, administrator, window, token, api, system, session, check | T10: exploit, code, module, bug, job, android, claude, using, arbitrary, list | T11: sample, fuzzing, coverage, bug, server, code, worker, function, context, time | T12: security, attack, data, threat, company, system, said, rapid7, team, report | T13: phone, use, crime, fraud, year, federal, law, police, online, account | T14: remediation, talos, team, year, security, help, time, vulnerability, access, threat",T0: 275; T1: 128; T2: 19; T3: 48; T4: 37; T5: 88; T6: 42; T7: 31; T8: 70; T9: 15; T10: 50; T11: 16; T12: 85; T13: 73; T14: 38
95,unigram,15,5,0.5,asymmetric,symmetric,10,0.517716244177706,2197,1078,63,26.699507389162562,1.87192118226601,"T0: data, malware, tool, email, platform, ddos, security, time, cyberattack, workflow | T1: team, security, risk, chain, vulnerability, package, exposure, supply, environment, attack | T2: pointer, buffer, write, heap, dynamic, payload, data, skip, call, byte | T3: vulnerability, cve, exploitation, window, likely, privilege, less, elevation, microsoft, security | T4: file, window, version, command, powershell, system, campaign, encryption, figure, payload | T5: attack, access, device, ransomware, attacker, adversary, phishing, user, account, used | T6: system, attack, data, client, security, malicious, github, server, response, command | T7: file, attacker, detection, command, remote, macos, execution, via, system, activity | T8: security, model, zero, defender, attack, exploit, patch, environment, real, mythos | T9: process, access, handle, window, api, target, check, caller, level, system | T10: exploit, code, module, bug, job, android, arbitrary, list, claude, using | T11: sample, fuzzing, coverage, bug, server, code, worker, function, time, generate | T12: security, attack, data, threat, system, team, said, company, rapid7, stryker | T13: phone, use, crime, fraud, year, federal, law, police, online, report | T14: remediation, talos, team, year, security, vulnerability, help, time, access, threat",T0: 271; T1: 139; T2: 19; T3: 54; T4: 38; T5: 83; T6: 41; T7: 33; T8: 63; T9: 22; T10: 48; T11: 19; T12: 81; T13: 67; T14: 37
96,unigram,15,5,0.5,asymmetric,symmetric,20,0.5118697642699616,2197,1078,63,27.093596059113302,1.477832512315271,"T0: data, malware, tool, email, platform, ddos, security, cyberattack, time, workflow | T1: team, security, risk, exposure, vulnerability, chain, environment, package, supply, attack | T2: pointer, buffer, write, heap, dynamic, payload, data, skip, call, byte | T3: vulnerability, cve, exploitation, window, likely, privilege, less, elevation, microsoft, security | T4: file, window, version, command, powershell, campaign, system, encryption, figure, key | T5: attack, access, device, ransomware, attacker, adversary, phishing, user, account, used | T6: system, attack, client, github, data, server, malicious, security, response, attacker | T7: file, attacker, command, remote, detection, execution, macos, via, figure, system | T8: security, zero, model, exploit, defender, attack, detection, real, environment, anthropic | T9: process, access, handle, administrator, window, token, api, system, session, check | T10: exploit, code, module, bug, job, android, claude, using, arbitrary, list | T11: sample, fuzzing, coverage, bug, server, code, worker, function, context, time | T12: security, attack, data, threat, company, system, said, rapid7, team, report | T13: phone, use, crime, fraud, year, federal, law, police, online, account | T14: remediation, talos, team, year, security, help, time, vulnerability, access, threat",T0: 275; T1: 128; T2: 19; T3: 48; T4: 37; T5: 88; T6: 42; T7: 31; T8: 70; T9: 15; T10: 50; T11: 16; T12: 85; T13: 73; T14: 38
97,unigram,8,5,0.6,symmetric,auto,10,0.4630677760964628,2197,1078,63,20.295566502463057,5.911330049261084,"T0: data, tool, security, email, malware, platform, service, time, ddos, system | T1: team, security, risk, environment, remediation, exposure, vulnerability, time, attack, across | T2: pointer, buffer, write, data, heap, dynamic, payload, exploit, call, skip | T3: vulnerability, cve, exploitation, window, likely, privilege, less, elevation, microsoft, user | T4: file, window, sample, module, system, fuzzing, server, powershell, command, version | T5: access, process, attack, ransomware, device, adversary, target, account, user, attacker | T6: data, security, threat, system, attack, claude, code, api, command, rapid7 | T7: detection, file, attacker, system, command, macos, execution, remote, agent, via",T0: 206; T1: 132; T2: 60; T3: 86; T4: 107; T5: 167; T6: 141; T7: 116
98,unigram,8,5,0.6,symmetric,auto,20,0.4821666030162715,2197,1078,63,21.576354679802957,5.123152709359606,"T0: data, tool, email, security, malware, service, platform, time, ddos, system | T1: security, team, risk, environment, exposure, remediation, vulnerability, time, across, attack | T2: pointer, buffer, write, data, heap, exploit, dynamic, payload, call, memory | T3: vulnerability, cve, exploitation, window, likely, privilege, less, elevation, microsoft, user | T4: file, window, sample, module, system, powershell, fuzzing, server, encryption, run | T5: access, attack, process, ransomware, device, account, hacker, adversary, group, user | T6: data, attack, threat, security, system, claude, code, api, command, malware | T7: file, detection, attacker, command, system, execution, macos, remote, agent, figure",T0: 219; T1: 126; T2: 52; T3: 81; T4: 107; T5: 175; T6: 147; T7: 108
99,unigram,8,5,0.6,symmetric,symmetric,10,0.4630677760964628,2197,1078,63,20.295566502463057,5.911330049261084,"T0: data, tool, security, email, malware, platform, service, time, ddos, system | T1: team, security, risk, environment, remediation, exposure, vulnerability, time, attack, across | T2: pointer, buffer, write, data, heap, dynamic, payload, exploit, call, skip | T3: vulnerability, cve, exploitation, window, likely, privilege, less, elevation, microsoft, user | T4: file, window, sample, module, system, fuzzing, server, powershell, command, version | T5: access, process, attack, ransomware, device, adversary, target, account, user, attacker | T6: data, security, threat, system, attack, claude, code, api, command, rapid7 | T7: detection, file, attacker, system, command, macos, execution, remote, agent, via",T0: 206; T1: 132; T2: 60; T3: 86; T4: 107; T5: 167; T6: 141; T7: 116
100,unigram,8,5,0.6,symmetric,symmetric,20,0.4821666030162715,2197,1078,63,21.576354679802957,5.123152709359606,"T0: data, tool, email, security, malware, service, platform, time, ddos, system | T1: security, team, risk, environment, exposure, remediation, vulnerability, time, across, attack | T2: pointer, buffer, write, data, heap, exploit, dynamic, payload, call, memory | T3: vulnerability, cve, exploitation, window, likely, privilege, less, elevation, microsoft, user | T4: file, window, sample, module, system, powershell, fuzzing, server, encryption, run | T5: access, attack, process, ransomware, device, account, hacker, adversary, group, user | T6: data, attack, threat, security, system, claude, code, api, command, malware | T7: file, detection, attacker, command, system, execution, macos, remote, agent, figure",T0: 219; T1: 126; T2: 52; T3: 81; T4: 107; T5: 175; T6: 147; T7: 108
101,unigram,8,5,0.6,asymmetric,auto,10,0.4666349001614365,2197,1078,63,39.50738916256157,4.433497536945813,"T0: data, security, malware, tool, email, code, time, threat, attack, service | T1: security, team, risk, environment, attack, exposure, remediation, chain, across, vulnerability | T2: pointer, buffer, write, data, heap, dynamic, exploit, payload, call, skip | T3: vulnerability, cve, exploitation, window, likely, privilege, less, elevation, microsoft, user | T4: file, window, sample, module, system, fuzzing, server, powershell, version, request | T5: access, process, attack, ransomware, adversary, target, window, device, attacker, user | T6: threat, security, attack, data, system, command, api, rapid7, response, key | T7: file, detection, attacker, command, system, execution, remote, macos, device, figure",T0: 401; T1: 182; T2: 67; T3: 78; T4: 69; T5: 100; T6: 73; T7: 45
102,unigram,8,5,0.6,asymmetric,auto,20,0.48427671672980827,2197,1078,63,41.477832512315274,4.433497536945813,"T0: data, tool, malware, security, email, code, claude, attack, service, system | T1: security, team, risk, environment, exposure, remediation, attack, across, vulnerability, chain | T2: pointer, buffer, write, data, heap, exploit, dynamic, payload, call, skip | T3: vulnerability, cve, exploitation, window, likely, privilege, less, elevation, microsoft, user | T4: file, window, sample, module, system, powershell, version, fuzzing, server, encryption | T5: access, process, attack, ransomware, account, adversary, target, user, used, device | T6: threat, attack, security, data, system, command, api, actor, key, router | T7: file, attacker, command, detection, system, execution, figure, device, macos, remote",T0: 421; T1: 168; T2: 54; T3: 72; T4: 69; T5: 113; T6: 73; T7: 45
103,unigram,8,5,0.6,asymmetric,symmetric,10,0.4666349001614365,2197,1078,63,39.50738916256157,4.433497536945813,"T0: data, security, malware, tool, email, code, time, threat, attack, service | T1: security, team, risk, environment, attack, exposure, remediation, chain, across, vulnerability | T2: pointer, buffer, write, data, heap, dynamic, exploit, payload, call, skip | T3: vulnerability, cve, exploitation, window, likely, privilege, less, elevation, microsoft, user | T4: file, window, sample, module, system, fuzzing, server, powershell, version, request | T5: access, process, attack, ransomware, adversary, target, window, device, attacker, user | T6: threat, security, attack, data, system, command, api, rapid7, response, key | T7: file, detection, attacker, command, system, execution, remote, macos, device, figure",T0: 401; T1: 182; T2: 67; T3: 78; T4: 69; T5: 100; T6: 73; T7: 45
104,unigram,8,5,0.6,asymmetric,symmetric,20,0.48427671672980827,2197,1078,63,41.477832512315274,4.433497536945813,"T0: data, tool, malware, security, email, code, claude, attack, service, system | T1: security, team, risk, environment, exposure, remediation, attack, across, vulnerability, chain | T2: pointer, buffer, write, data, heap, exploit, dynamic, payload, call, skip | T3: vulnerability, cve, exploitation, window, likely, privilege, less, elevation, microsoft, user | T4: file, window, sample, module, system, powershell, version, fuzzing, server, encryption | T5: access, process, attack, ransomware, account, adversary, target, user, used, device | T6: threat, attack, security, data, system, command, api, actor, key, router | T7: file, attacker, command, detection, system, execution, figure, device, macos, remote",T0: 421; T1: 168; T2: 54; T3: 72; T4: 69; T5: 113; T6: 73; T7: 45
105,unigram,10,5,0.6,symmetric,auto,10,0.4971162440742426,2197,1078,63,17.733990147783253,6.009852216748769,"T0: data, tool, email, security, malware, time, platform, service, workflow, use | T1: team, security, risk, remediation, exposure, environment, vulnerability, across, organization, faster | T2: pointer, buffer, write, data, heap, dynamic, payload, exploit, call, skip | T3: vulnerability, cve, exploitation, window, likely, privilege, less, elevation, microsoft, security | T4: file, window, module, command, version, powershell, payload, system, request, path | T5: attack, access, device, attacker, ransomware, user, adversary, used, phishing, talos | T6: data, attack, security, system, claude, threat, code, supply, api, chain | T7: file, detection, macos, attacker, execution, system, command, remote, via, job | T8: sample, fuzzing, security, ddos, system, coverage, cybersecurity, bug, time, year | T9: process, access, window, handle, api, target, check, system, password, level",T0: 124; T1: 94; T2: 61; T3: 70; T4: 73; T5: 180; T6: 135; T7: 87; T8: 119; T9: 72
106,unigram,10,5,0.6,symmetric,auto,20,0.5045251776052428,2197,1078,63,19.21182266009852,5.024630541871921,"T0: data, tool, email, service, security, malware, platform, time, use, stryker | T1: team, security, risk, environment, exposure, remediation, vulnerability, across, faster, organization | T2: pointer, buffer, write, data, heap, exploit, dynamic, payload, call, skip | T3: vulnerability, cve, exploitation, window, likely, privilege, less, elevation, microsoft, security | T4: file, window, command, module, version, powershell, payload, campaign, system, request | T5: attack, device, access, attacker, ransomware, user, talos, hacker, adversary, threat | T6: attack, data, system, security, supply, chain, claude, threat, code, api | T7: file, macos, detection, attacker, execution, system, via, remote, command, target | T8: sample, fuzzing, ddos, cybersecurity, system, coverage, security, bug, year, zero | T9: process, access, handle, window, api, system, check, password, target, level",T0: 124; T1: 96; T2: 51; T3: 71; T4: 75; T5: 195; T6: 150; T7: 80; T8: 117; T9: 56
107,unigram,10,5,0.6,symmetric,symmetric,10,0.4971162440742426,2197,1078,63,17.733990147783253,6.009852216748769,"T0: data, tool, email, security, malware, time, platform, service, workflow, use | T1: team, security, risk, remediation, exposure, environment, vulnerability, across, organization, faster | T2: pointer, buffer, write, data, heap, dynamic, payload, exploit, call, skip | T3: vulnerability, cve, exploitation, window, likely, privilege, less, elevation, microsoft, security | T4: file, window, module, command, version, powershell, payload, system, request, path | T5: attack, access, device, attacker, ransomware, user, adversary, used, phishing, talos | T6: data, attack, security, system, claude, threat, code, supply, api, chain | T7: file, detection, macos, attacker, execution, system, command, remote, via, job | T8: sample, fuzzing, security, ddos, system, coverage, cybersecurity, bug, time, year | T9: process, access, window, handle, api, target, check, system, password, level",T0: 124; T1: 94; T2: 61; T3: 70; T4: 73; T5: 180; T6: 135; T7: 87; T8: 119; T9: 72
108,unigram,10,5,0.6,symmetric,symmetric,20,0.5045251776052428,2197,1078,63,19.21182266009852,5.024630541871921,"T0: data, tool, email, service, security, malware, platform, time, use, stryker | T1: team, security, risk, environment, exposure, remediation, vulnerability, across, faster, organization | T2: pointer, buffer, write, data, heap, exploit, dynamic, payload, call, skip | T3: vulnerability, cve, exploitation, window, likely, privilege, less, elevation, microsoft, security | T4: file, window, command, module, version, powershell, payload, campaign, system, request | T5: attack, device, access, attacker, ransomware, user, talos, hacker, adversary, threat | T6: attack, data, system, security, supply, chain, claude, threat, code, api | T7: file, macos, detection, attacker, execution, system, via, remote, command, target | T8: sample, fuzzing, ddos, cybersecurity, system, coverage, security, bug, year, zero | T9: process, access, handle, window, api, system, check, password, target, level",T0: 124; T1: 96; T2: 51; T3: 71; T4: 75; T5: 195; T6: 150; T7: 80; T8: 117; T9: 56
109,unigram,10,5,0.6,asymmetric,auto,10,0.5004722014447853,2197,1078,63,34.285714285714285,2.3645320197044337,"T0: data, tool, malware, security, email, service, ddos, time, platform, use | T1: security, team, risk, exposure, remediation, environment, attack, vulnerability, across, chain | T2: pointer, buffer, write, data, heap, dynamic, payload, exploit, call, skip | T3: vulnerability, cve, exploitation, window, likely, privilege, less, elevation, microsoft, security | T4: file, window, module, version, command, powershell, payload, request, path, figure | T5: attack, access, device, attacker, ransomware, adversary, user, used, phishing, talos | T6: data, attack, threat, system, claude, security, code, command, api, rapid7 | T7: file, detection, attacker, macos, command, system, execution, remote, figure, via | T8: sample, fuzzing, coverage, system, bug, security, year, model, mythos, zero | T9: process, access, window, handle, api, system, check, target, level, caller",T0: 348; T1: 144; T2: 66; T3: 70; T4: 61; T5: 143; T6: 55; T7: 43; T8: 61; T9: 24
110,unigram,10,5,0.6,asymmetric,auto,20,0.5163412035548361,2197,1078,63,35.073891625615765,2.4630541871921183,"T0: data, tool, malware, email, service, security, ddos, time, use, platform | T1: security, team, risk, exposure, environment, remediation, vulnerability, across, faster, attack | T2: pointer, buffer, write, data, heap, exploit, dynamic, payload, call, skip | T3: vulnerability, cve, exploitation, window, likely, privilege, less, elevation, microsoft, security | T4: file, window, module, version, command, powershell, payload, campaign, request, via | T5: attack, access, device, ransomware, attacker, user, talos, adversary, used, threat | T6: data, threat, attack, system, claude, code, security, api, command, actor | T7: file, attacker, detection, macos, command, system, execution, remote, figure, process | T8: sample, fuzzing, bug, coverage, zero, system, year, mythos, time, issue | T9: process, access, window, handle, token, system, administrator, api, check, target",T0: 356; T1: 135; T2: 50; T3: 66; T4: 62; T5: 163; T6: 64; T7: 37; T8: 57; T9: 25
111,unigram,10,5,0.6,asymmetric,symmetric,10,0.5004722014447853,2197,1078,63,34.285714285714285,2.3645320197044337,"T0: data, tool, malware, security, email, service, ddos, time, platform, use | T1: security, team, risk, exposure, remediation, environment, attack, vulnerability, across, chain | T2: pointer, buffer, write, data, heap, dynamic, payload, exploit, call, skip | T3: vulnerability, cve, exploitation, window, likely, privilege, less, elevation, microsoft, security | T4: file, window, module, version, command, powershell, payload, request, path, figure | T5: attack, access, device, attacker, ransomware, adversary, user, used, phishing, talos | T6: data, attack, threat, system, claude, security, code, command, api, rapid7 | T7: file, detection, attacker, macos, command, system, execution, remote, figure, via | T8: sample, fuzzing, coverage, system, bug, security, year, model, mythos, zero | T9: process, access, window, handle, api, system, check, target, level, caller",T0: 348; T1: 144; T2: 66; T3: 70; T4: 61; T5: 143; T6: 55; T7: 43; T8: 61; T9: 24
112,unigram,10,5,0.6,asymmetric,symmetric,20,0.5163412035548361,2197,1078,63,35.073891625615765,2.4630541871921183,"T0: data, tool, malware, email, service, security, ddos, time, use, platform | T1: security, team, risk, exposure, environment, remediation, vulnerability, across, faster, attack | T2: pointer, buffer, write, data, heap, exploit, dynamic, payload, call, skip | T3: vulnerability, cve, exploitation, window, likely, privilege, less, elevation, microsoft, security | T4: file, window, module, version, command, powershell, payload, campaign, request, via | T5: attack, access, device, ransomware, attacker, user, talos, adversary, used, threat | T6: data, threat, attack, system, claude, code, security, api, command, actor | T7: file, attacker, detection, macos, command, system, execution, remote, figure, process | T8: sample, fuzzing, bug, coverage, zero, system, year, mythos, time, issue | T9: process, access, window, handle, token, system, administrator, api, check, target",T0: 356; T1: 135; T2: 50; T3: 66; T4: 62; T5: 163; T6: 64; T7: 37; T8: 57; T9: 25
113,unigram,12,5,0.6,symmetric,auto,10,0.5051462413521858,2197,1078,63,12.610837438423644,3.842364532019704,"T0: data, tool, malware, email, security, platform, service, stryker, workflow, customer | T1: team, security, risk, exposure, remediation, environment, vulnerability, faster, organization, matter | T2: pointer, buffer, write, data, heap, dynamic, payload, call, skip, exploit | T3: vulnerability, cve, exploitation, window, likely, privilege, less, elevation, microsoft, security | T4: file, window, command, version, payload, powershell, campaign, system, figure, via | T5: attack, access, device, ransomware, attacker, adversary, phishing, user, used, account | T6: data, attack, security, threat, report, rapid7, system, iran, breach, team | T7: file, macos, system, attacker, detection, remote, execution, via, figure, target | T8: security, system, cybersecurity, year, attack, zero, agent, defender, model, research | T9: process, access, window, handle, api, system, target, check, level, caller | T10: exploit, code, chain, module, system, bug, attack, attacker, data, supply | T11: sample, phone, crime, use, fuzzing, fraud, computer, federal, law, coverage",T0: 80; T1: 71; T2: 39; T3: 58; T4: 61; T5: 122; T6: 96; T7: 88; T8: 128; T9: 63; T10: 120; T11: 89
